PLATFORM_CODE,PARAMETER_NAME,START_DATE,END_DATE,QUALITY_CODE,COMMENT,DAC
5905086,PSAL,20170305,20180224,3,sensor drift,AO
5905086,PSAL,20180224,,4,request by D-mode operator,AO
5905087,PSAL,20170305,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905088,PSAL,20170305,20180419,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905088,PSAL,20180419,,4,request by D-mode operator,AO
5905089,PSAL,20170305,20171220,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905089,PSAL,20171220,,4,request by D-mode operator,AO
5905090,PSAL,20170305,20181125,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905090,PSAL,20181125,,4,request by D-mode operator,AO
5905108,PSAL,20181111,,4,salinity drift,AO
5905109,PSAL,20170910,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905115,PSAL,20190915,,3,salinity drift,AO
5905126,PSAL,20170922,20190414,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905126,PSAL,20190414,,4,salinity drift,AO
5905149,PSAL,20171013,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905151,PSAL,20171125,,4,sensor drift,AO
5905247,PSAL,20190830,,4,sensor problem,AO
5905255,PRES,20180204,,4,sensor problem,AO
5905255,PSAL,20180204,,4,sensor problem,AO
5905255,TEMP,20180204,,4,sensor problem,AO
5905306,PSAL,20171027,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905307,PSAL,20171027,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905352,PSAL,20171003,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905353,PSAL,20171030,20190413,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905353,PSAL,20190413,,4,salinity drift,AO
5905354,PSAL,20180908,,4,sensor problem,AO
5905356,PSAL,20171211,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
5905357,PSAL,20190416,,4,salinity drift,AO
5905379,PSAL,20190601,,4,sensor drift,AO
5905691,PSAL,20190817,,2,sensor problem,AO
5905710,PRES,20190130,,3,sensor issue,AO
5905710,PSAL,20190130,,3,sensor issue,AO
5905710,TEMP,20190130,,3,sensor issue,AO
5905720,PSAL,20190803,,4,sensor failure,AO
5905984,PSAL,20190610,,3,sensor drift,AO
6900320,PSAL,20151202,,4,sensor drift,AO
6900322,PSAL,20140427,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900373,PSAL,20140714,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900374,PSAL,20141017,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900375,PSAL,20141013,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900379,PSAL,20150426,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900380,PSAL,20150805,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900381,PSAL,20150807,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900382,PSAL,20170531,,4,salinity drift,AO
6900415,PSAL,20150929,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900416,PSAL,20151029,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900417,PSAL,20151024,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900418,PSAL,20151025,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
6900425,PSAL,20160417,,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
7900107,PSAL,20190728,,4,sensor problem,AO
7900107,TEMP,20190728,,4,sensor problem,AO
7900207,PSAL,20160915,,3,sensor failure,AO
7900211,PSAL,20190105,,4,sensor problem,AO
7900215,PSAL,20161209,,4,sensor problem,AO
7900215,TEMP,20161209,,4,sensor problem,AO
7900666,PSAL,20150523,20190915,2,maybe poor sensor performance; reason SBE sensor serial # in 6000-7100,AO
7900666,PSAL,20190915,,4,sensor problem,AO
1900281,PRES,20050625,,4,sensor problem,BO
1900281,PSAL,20050625,,4,sensor problem,BO
1900281,TEMP,20050625,,4,sensor problem,BO
1900938,PSAL,20110705,,4,sensor failure,BO
1901060,PSAL,20130913,,3,Suspected biofouling drift,BO
1901070,PRES,20100429,,4,sensor problem,BO
1901070,PSAL,20100429,,4,sensor problem,BO
1901070,TEMP,20100429,,4,sensor problem,BO
1901071,PRES,20120826,,3,sensor problem - Druck microleak,BO
1901071,PSAL,20120826,,3,sensor problem - Druck microleak,BO
1901071,TEMP,20120826,,3,sensor problem - Druck microleak,BO
1901220,PRES,20100924,,4,sensor problem - Druck microleak,BO
1901220,PSAL,20100924,,4,sensor problem - Druck microleak,BO
1901220,TEMP,20100924,,4,sensor problem - Druck microleak,BO
1901223,PRES,20110809,,4,pressure sensor failure,BO
1901223,PSAL,20110809,,4,pressure sensor failure,BO
1901223,TEMP,20110809,,4,pressure sensor failure,BO
1901228,PSAL,20101025,,4,sensor problem,BO
1901230,PRES,20090712,,4,sensor problem - Druck microleak,BO
1901230,PSAL,20090712,,4,sensor problem - Druck microleak,BO
1901230,TEMP,20090712,,4,sensor problem - Druck microleak,BO
1901235,PRES,20110926,,4,sensor problem-druck microleak,BO
1901235,PSAL,20110926,,4,sensor problem-druck microleak,BO
1901235,TEMP,20110926,,4,sensor problem-druck microleak,BO
1901236,PRES,20100725,,4,sensor problem - druck microleak,BO
1901236,PSAL,20100725,,4,sensor problem - druck microleak,BO
1901236,TEMP,20100725,,4,sensor problem - druck microleak,BO
1901241,PRES,20110224,,4,sensor problem - druck microleak,BO
1901241,PSAL,20110224,,4,sensor problem - druck microleak,BO
1901241,TEMP,20110224,,4,sensor problem - druck microleak,BO
1901243,PSAL,20090606,,3,Severe PSAL drift to be revisited in DMQC,BO
1901243,TEMP,20110926,,3,Temp drift to be revisited in DMQC,BO
1901251,PSAL,20100414,,4,Salinity sensor problem,BO
1901277,PSAL,20130306,,3,Salinity sensor drift to be revisited during DMQC,BO
1901294,PSAL,20160312,,3,Severe PSAL drift to be revisited in DMQC,BO
1901850,PSAL,20150627,,4,conductivity sensor failure,BO
1901851,PSAL,20151009,20160621,3,Severe PSAL sensor issue which self-resolved,BO
2901097,PRES,20101224,,4,Fished up then beached,BO
2901097,PSAL,20101224,,4,Fished up then beached,BO
2901097,TEMP,20101224,,4,Fished up then beached,BO
3901496,DOXY,20170708,,4,sensor_issue_metbio007d,BO
3901497,DOXY,20180613,,4,sensor_issue_metbio009d,BO
3901499,PSAL,20141118,,3,Severe PSAL drift to be revisited in DMQC,BO
3901499,TEMP,20141118,,3,Severe TEMP drift identified by Altimetry QC to be revisited in DMQC,BO
3901880,PSAL,20180527,,3,Severe PSAL drift to be revisited in DMQC,BO
3901889,PSAL,20190128,,3,symptoms of conductivity sensor drift,BO
3901891,PSAL,20180521,,4,Salinity sensor providing routinely spikey data,BO
3901896,PSAL,20190416,,4,salinity drift from cycle 73,BO
3901896,PSAL,20190605,,3,symptoms of conductivity sensor drift,BO
3901897,PSAL,20181113,,4,Cell failure after cycle 56,BO
3901898,PSAL,20181003,,4,sensor problem,BO
3901904,PSAL,20190215,,3,symptoms of conductivity sensor drift,BO
3901909,PSAL,20180415,,4,likely salinity drift from cycle 48,BO
3901913,PSAL,20180706,,3,Drifting salinity sensor potentially correctable in DMQC,BO
3901946,PSAL,20181018,,3,Unusual behaviour and unable to resolve in DMQC as of 08/03/2019,BO
3901952,PSAL,20190209,,3,Conductivity sensor drift,BO
3901953,PSAL,20180616,,3,Alimeter warnings suggesting salinity drift from cycle 26 onwards,BO
3901954,PSAL,20190104,,4,Significant uncorrectable salinity drift,BO
3901956,PSAL,20180415,,4,sensor problem,BO
3901979,PSAL,20181229,,3,likely salinity drift from cycle 109,BO
3901981,PSAL,20180514,,4,CTD plugs accidentally left on so the salinity is spurious,BO
6900614,PSAL,20100805,,4,flushing or pump problem,BO
6900615,PRES,20120125,,4,pressure sensor fail,BO
6900615,PSAL,20120125,,4,pressure sensor fail,BO
6900615,TEMP,20120125,,4,pressure sensor fail,BO
6900617,PRES,20121114,,4,Mechanical (piston) failure,BO
6900617,PSAL,20121114,,4,Mechanical (piston) failure,BO
6900617,TEMP,20121114,,4,Mechanical (piston) failure,BO
6900622,PRES,20120620,,4,Druck microleak,BO
6900622,PSAL,20120620,,4,Druck microleak,BO
6900622,TEMP,20120620,,4,Druck microleak,BO
6900647,PRES,20120620,,4,Mechanical (piston) failure,BO
6900647,PSAL,20080312,20081218,3,sensor problem,BO
6900647,TEMP,20120620,,4,Mechanical (piston) failure,BO
6900651,PSAL,20090201,,3,flushing or pump problem,BO
6900654,PRES,20100628,,4,sensor problem,BO
6900654,PSAL,20100628,,4,sensor problem,BO
6900654,TEMP,20100628,,4,sensor problem,BO
6901119,PSAL,20160207,,4,Conductivity sensor problem,BO
6901151,DOXY,20140523,20141022,4,sensor_issue_metbio001b,BO
6901151,DOXY,20141023,20150124,3,sensor_issue_metbio001b,BO
6901151,DOXY,20150125,,4,sensor_issue_metbio001b,BO
6901152,DOXY,20150831,,4,sensor_issue_metbio002b,BO
6901168,PSAL,20150709,,3,Salinity sensor problem - routine spiking and resultant improbable density profile,BO
6901174,DOXY,20170803,,4,sensor_issue_metbio004d,BO
6901174,PRES,20190228,,4,symptoms of conductivity sensor drift,BO
6901174,PSAL,20190228,,4,symptoms of conductivity sensor drift,BO
6901174,TEMP,20190228,,4,symptoms of conductivity sensor drift,BO
6901198,PSAL,20190726,,4,sensor problem,BO
1901120,PRES,20100322,,3,snowflake? - dead and waiting for DMQC,CS
1901120,PSAL,20100322,,3,snowflake? - dead and waiting for DMQC,CS
1901120,TEMP,20100322,,3,snowflake? - dead and waiting for DMQC,CS
1901320,PSAL,20120517,,3,Salinity bad - still alive,CS
1901330,PSAL,20140506,,3,Maybe cracked cell,CS
1901340,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901341,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901342,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901343,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901347,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901348,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
1901734,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5900045,PSAL,20130913,,3,now dead - waiting for DMQC,CS
5900348,PRES,20120118,,3,now dead - waiting for DMQC,CS
5900348,PSAL,20120118,,3,now dead - waiting for DMQC,CS
5900348,TEMP,20120118,,3,now dead - waiting for DMQC,CS
5901619,PSAL,20090530,20120105,3,CTD problem after grounding - still alive - DMQC determined biofouling now cleared,CS
5901649,PRES,20080928,,3,now dead - waiting for DMQC,CS
5901649,PSAL,20080928,,3,now dead - waiting for DMQC,CS
5901649,TEMP,20080928,,3,now dead - waiting for DMQC,CS
5901659,PSAL,20120108,,3,Salinity bad from profile 133 - still alive,CS
5901665,PSAL,20111217,,3,deep S is bad so entire profile is suspect - revisit in DM - still alive,CS
5901667,PRES,20100811,,3,snowflake? - still alive,CS
5901667,PSAL,20100811,,3,snowflake? - still alive,CS
5901667,TEMP,20100811,,3,snowflake? - still alive,CS
5901668,PRES,20150929,,3,deep problems and S offset,CS
5901668,PSAL,20150929,,3,deep problems and S offset,CS
5901668,TEMP,20150929,,3,deep problems and S offset,CS
5901676,PRES,20091020,,3,bad P,CS
5901676,PSAL,20091020,,3,bad P,CS
5901676,TEMP,20091020,,3,bad P,CS
5901683,PSAL ,20100205,20120406,3,still alive,CS
5901689,PRES,20090506,,3,Not returning useable data,CS
5901689,PSAL,20090506,,3,Not returning useable data,CS
5901689,TEMP,20090506,,3,Not returning useable data,CS
5901694,PSAL,20120201,,3,disappeared then bad data - still alive,CS
5901694,TEMP,20120201,,3,disappeared then bad data - still alive,CS
5901700,PSAL,20131209,,3,dodgy data generally. Will be reassessed in DMQC,CS
5901700,TEMP,20131209,,3,dodgy data generally. Will be reassessed in DMQC,CS
5901702,PSAL,20111214,20120222,3,fouling? Still alive,CS
5901702,PSAL,20150904,,3,constant S,CS
5901702,TEMP,20150904,,3,constant T,CS
5901703,PRES,20101212,,3,druck snowflake? - still alive,CS
5901703,PSAL,20101212,,3,druck snowflake? - still alive,CS
5901703,TEMP,20101212,,3,druck snowflake? - still alive,CS
5903221,PSAL,20130313,20140628,3,fresh salinity offset that hasn't recovered,CS
5903251,PSAL,20140109,,4,Bad salinity from cycle 170,CS
5903628,PRES,20110113,20110113,3,severe S offset - still alive -  P should not have been grey listed - S issue only,CS
5903628,PSAL,20110113,20110303,3,severe S offset - still alive - biofouling - only lasted 5 profiles.,CS
5903628,TEMP,20110113,20110113,3,severe S offset - still alive -  T should not have been grey listed - S issue only,CS
5903630,PRES,20101219,,3,now dead - waiting for DMQC,CS
5903630,PSAL,20101219,,3,now dead - waiting for DMQC,CS
5903630,TEMP,20101219,,3,now dead - waiting for DMQC,CS
5903631,PSAL,20151012,,3,jumped salty,CS
5903640,PSAL,20130914,,3,fresh salinity offset corrected earlier by test 16,CS
5903660,PSAL,20120130,,3,now dead - waiting for DMQC,CS
5903665,PSAL,20160303,,3,Very low salinity,CS
5903694,PSAL,20171020,,3,Salinity drift from profile 224,CS
5903700,PSAL,20120217,,3,spikey salinity - still alive,CS
5903707,PSAL,20111111,20111130,3,Spikely salinity for first three profiles - then OK - still alive,CS
5903911,PRES,20160330,,3,Piston stuck probably biofouled,CS
5903911,PSAL,20160330,,3,Piston stuck probably biofouled,CS
5903911,TEMP,20160330,,3,Piston stuck probably biofouled,CS
5903914,PRES,20140708,,3,Surface pressure offset from profile 96,CS
5903914,PSAL,20131220,,3,Salinity spikes from profile 76 and drift from profile 134,CS
5903914,TEMP,20140708,,3,Surface pressure offset makes Temp unreliable,CS
5904892,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904893,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904894,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904895,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904896,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904901,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904902,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904903,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904904,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904916,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904917,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904918,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904926,PSAL,20161107,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904927,PSAL,20160313,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904928,PSAL,20150920,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904929,PSAL,20150920,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904930,PSAL,20150918,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904994,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904995,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904996,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904997,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904998,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5904999,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905000,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905001,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905002,PSAL,20140427,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905003,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905004,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905005,PSAL,20151215,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905006,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905007,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905013,PSAL,20171110,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905014,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905015,PSAL,20171231,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905017,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905018,PSAL,20170621,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905019,PSAL,20170513,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905020,PSAL,20180325,,4,DMQC required OW correction; QC as 4 in Rtime until next DMQC. Bad PSAL identified in Objective Analysis from cycle 121.,CS
5905021,PSAL,20170308,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905022,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905024,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905025,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905026,PSAL,20180215,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905027,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905028,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905029,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905039,PSAL,20180425,,4,drift in salinity identified. SBE sensor serial # in 6000-7100 assessed as OK prior to this date,CS
5905043,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905165,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905166,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905167,PSAL,20161211,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905173,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905179,PSAL,20180820,,4,Sudden uncorrectable offset in PSAL,CS
5905181,PSAL,20180901,,4,Bad PSAL in DMQC,CS
5905185,PSAL,20180720,,3,Drift in salinity identified.,CS
5905192,PSAL,20180825,,3,Drift in salinity identified,CS
5905193,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905395,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905416,PSAL,20181010,,4,Fresh offset throughout,CS
7900325,PSAL,20110309,,3,severe and persistent fresh offset.,CS
7900326,PSAL,20141017,,3,Salinity drift from profile 134,CS
7900336,PSAL,20180619,,4,Drift in salinity identified.,CS
7900390,PSAL,20180420,,3,Salinity drift from profile 164,CS
7900391,PSAL,20181117,,4,Drift in salinity identified.,CS
7900609,PSAL,20160409,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
7900610,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
7900611,PSAL,20171014,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
7900612,PSAL,20151217,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
7900613,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
7900614,PSAL,20151219,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
7900615,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
7900617,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
7900620,PSAL,20160505,,4,cracked cell probably,CS
7900623,PSAL,20161214,,3,Salinity drift from deployment,CS
7900642,PSAL,20190420,,4,Uncorrectable drift in PSAL from deployment,CS
2901157,PRES,20091027,,4,pressure sensor problem,HZ
2901157,PSAL,20091027,,4,pressure sensor problem,HZ
2901157,TEMP,20091027,,4,pressure sensor problem,HZ
2901179,PSAL,20090709,,4,sensor problem,HZ
2901486,PRES,20110513,,4,sensor problem,HZ
2901486,PSAL,20110513,,4,sensor problem,HZ
2901486,TEMP,20110513,,4,sensor problem,HZ
2901489,PSAL,20120904,,4,sensor problem,HZ
2901512,PSAL,20111114,,4,sensor problem,HZ
2901545,PSAL,20180821,,3,sensor problem,HZ
2901549,PSAL,20150909,,4,sensor problem,HZ
2902548,PSAL,20120225,,4,sensor problem,HZ
2902570,PSAL,20181121,,3,salinity drift,HZ
2902586,PSAL,20160221,,4,sensor problem,HZ
2902588,PSAL,20150311,,3,sensor problem,HZ
2902590,PSAL,20140717,,3,sensor problem,HZ
2902606,PSAL,20150202,,3,sensor problem,HZ
2902609,PSAL,20181216,,3,salinity drift,HZ
2902611,PSAL,20160912,,4,sensor problem,HZ
2902614,PSAL,20170821,,3,salinity drift,HZ
2902615,PSAL,20180627,,3,salinity drift,HZ
2902670,PSAL,20150909,,4,sensor problem,HZ
2902689,PSAL,20160814,,3,sensor problem,HZ
2902715,PSAL,20180829,,3,salinity drift,HZ
2902723,PSAL,20180529,,4,sensor problem,HZ
2902730,PRES,20180112,,3,RBR sensor problem,HZ
2902730,PSAL,20180112,,3,RBR sensor problem,HZ
2902730,TEMP,20180112,,3,RBR sensor problem,HZ
2902737,PSAL,20180102,,3,sensor problem,HZ
2902759,PSAL,20191006,,2,maybe poor sensor performance,HZ
1900135,PSAL,20040103,,4,VB 28/06/05,IF
1900135,TEMP,20040103,,4,VB 28/06/05,IF
1900275,PSAL,20031011,,4,CC 15/06/05,IF
1900275,TEMP,20031021,,4,CC 15/06/05,IF
1900276,PSAL,20031011,,4,CC 15/06/05,IF
1900276,TEMP,20031011,,4,CC 15/06/05,IF
1900277,PSAL,20041116,,4,VB 28/06/05,IF
1900277,TEMP,20041116,,4,VB 28/06/05,IF
1900278,PSAL,20041012,,4,VB 28/06/05,IF
1900278,TEMP,20041012,,4,VB 28/06/05,IF
1900616,PRES,20060511,,2,CC 20100723,IF
1900617,PRES,20060620,,2,CC 20100723,IF
1900618,PRES,20060511,,2,CC 20100723,IF
1900619,PRES,20061219,,2,CC 20100723,IF
1900620,PRES,20060511,,2,CC 20100723,IF
1901202,PSAL,20130701,,3,VB 20130719,IF
3900388,PSAL,20061216,,3,VB 23/01/07,IF
3900522,PSAL,20060918,,4,DD (20190703): jump 3 PSU fresher,IF
3901065,PSAL,20080904,,4,DD (20190208): hard drift,IF
3901066,PSAL,20100121,20100210,4,DD (20190206): transient issue/dirt,IF
3901066,PSAL,20100717,,4,DD (20190206): final wreck,IF
3901067,PSAL,20090327,20090516,4,DD (20190206): some dirt/fooling,IF
3901067,PSAL,20101019,,4,DD (20190206): end of life,IF
3901075,PSAL,20110602,20110704,4,DD: bad cycles,IF
3901082,PSAL,20100205,20110113,4,DD (20190208): transient dirt,IF
3901085,PSAL,20130113,,3,CC 25/07/13,IF
3901590,PSAL,20181231,,4,DD (20190804): from OWC Birgit : not rescueable after jump,IF
3901591,PSAL,20170410,,3,CL 20170612,IF
3901608,PSAL,20190322,,3,VB (20190829) demande du PI,IF
3901609,PSAL,20180916,,4,DD (20190603): drift not adjustable (OWC Birgit),IF
3901611,PSAL,20180923,,4,DD (20190408): hard jump not rescueable (OWC Birgit),IF
3901628,PSAL,20190426,,3,DD (20190605): drift (OWC Birgit),IF
3901636,PSAL,20180918,,3,CC 20181011 drift request from PI,IF
3901656,PSAL,20190919,,3,DD (20191009): drifting (OWC Birgit),IF
3901657,PSAL,20190201,,3,DD (20190315): drift suspected,IF
3901859,PSAL,20181122,,4,DD (20190408): drift not rescueable (OWC Birgit),IF
3901863,PSAL,20160812,,4,CL 20160928,IF
3901863,TEMP,20160812,,4,CL 20160928,IF
3901867,PSAL,20181122,20190220,3,DD (20190405): drift,IF
3901867,PSAL,20190220,,4,DD (20190405): hard drift,IF
3901872,PSAL,20181223,,3,DD: drift,IF
3901873,PSAL,20190623,,3,DD (20191120): drifting,IF
3901890,PSAL,20190902,,3,DD (20191024): fast salty drfit,IF
3901907,PSAL,20180525,,3,CP 20181016 drift,IF
3901908,PSAL,20171208,,3,CC 20171211 Drift on salinity,IF
3901930,PSAL,20190317,,3,DD (20190607): sensor failure,IF
3901930,TEMP,20190317,,3,DD (20190607): sensor failure,IF
3902120,DOXY,20180313,20180315,4,remove_first_prof_april2019_ap,IF
3902120,DOXY,20190116,,4,dead_sensor_april2019_ap,IF
3902121,BBP700,20190321,,4, dead_prof_july2019_ap,IF
3902121,DOXY,20180315,20180318,4,remove_first_prof_april2019_ap,IF
3902121,DOXY,20190420,,4,dead_sensor_april2019_ap,IF
3902123,BBP700,20180401,20180402,4, dead_prof_may2019_ap,IF
3902123,CHLA,20180401,20180402,4,spike_profile_eribio004b,IF
3902123,PSAL,20190511,,3,DD (20190607): slight drift,IF
3902125,DOXY,20171018,20171020,4,remove_first_prof_april2019_ap,IF
4901429,PSAL,20180720,,3,VB 20180727 shift,IF
4901682,PSAL,20190525,,4,DD (20190715): hard drift (OWC Birgit),IF
4901683,PSAL,20181107,,3,DD: drift,IF
4901802,BBP700,20160816,20160817,4,sensor_issue_takapm013b,IF
4901802,CDOM,20160816,20160817,4,sensor_issue_takapm013b,IF
4901802,CHLA,20160816,20160817,4,sensor_issue_takapm013b,IF
4901803,BBP700,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,BBP700,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,BBP700,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,CDOM,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,CDOM,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,CDOM,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,CHLA,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,CHLA,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,CHLA,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,DOWNWELLING_PAR,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,DOWNWELLING_PAR,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,DOWNWELLING_PAR,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE380,20160711,20160712,4,sensor_issue_takapm005b,IF
